,protein_pdb_id,ligand_pdb_id,ligand_expo_id,pose,rmsd,docking_score,posit_probability,fingerprint_similarity,shape_similarity
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6r4d_chainA_altlocNone_docking-templateNone_5osd-ADP_ligand.sdf_1,6r4d,5osd,ADP,1,0.2292219529270783,16.092045,0.99,0.8356164383561644,1.5467219352722168
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3nrm_chainA_altlocNone_docking-templateNone_5orx-ADP_ligand.sdf_1,3nrm,5orx,ADP,1,9.215006253891492,-7.15878,0.1800000071525573,0.237037037037037,0.8057211637496948
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ors_chainA_altlocNone_docking-templateNone_4zts-4RK_ligand.sdf_1,5ors,4zts,4RK,1,10.097442002804472,16.934067,0.0099999997764825,0.2742857142857143,0.622523307800293
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3h0y_chainA_altlocNone_docking-templateNone_5zan-9A6_ligand.sdf_1,3h0y,5zan,9A6,1,8.620733250788474,-11.504336,0.2399999946355819,0.4193548387096774,0.6737097501754761
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3r21_chainA_altlocNone_docking-templateNone_2dwb-ANP_ligand.sdf_1,3r21,2dwb,ANP,1,9.00527588013934,-6.017236,0.2300000041723251,0.3023255813953488,0.8383768200874329
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orr_chainA_altlocNone_docking-templateNone_2w1g-L0G_ligand.sdf_1,5orr,2w1g,L0G,1,10.616461607872395,2.887339,0.0099999997764825,0.232258064516129,0.7565046548843384
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5aad_chainA_altlocNone_docking-templateNone_5lxm-ADP_ligand.sdf_1,5aad,5lxm,ADP,1,1.74664211178669,-11.597155,0.1800000071525573,0.1910828025477707,0.8053271174430847
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2bmc_chainA_altlocNone_docking-templateNone_3fdn-MMH_ligand.sdf_1,2bmc,3fdn,MMH,1,7.306984304987478,-8.744823,0.2399999946355819,0.5549738219895288,0.808281660079956
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4c3r_chainA_altlocNone_docking-templateNone_6c2r-EG7_ligand.sdf_1,4c3r,6c2r,EG7,1,9.323706917126394,-10.047935,0.2399999946355819,0.247191011235955,0.689216136932373
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5obr_chainA_altlocNone_docking-templateNone_5l8k-ADP_ligand.sdf_1,5obr,5l8k,ADP,1,7.562878474153529,-11.165638,0.1800000071525573,,0.7709473371505737
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dos_chainA_altlocNone_docking-templateNone_4zts-4RK_ligand.sdf_1,5dos,4zts,4RK,1,6.4526388599659645,10.097843,0.0099999997764825,0.2702702702702703,0.7462505102157593
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5aad_chainA_altlocNone_docking-templateNone_5orl-ADP_ligand.sdf_1,5aad,5orl,ADP,1,1.8470120014047915,-11.597155,0.1800000071525573,0.1910828025477707,0.8053271174430847
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os0_chainA_altlocNone_docking-templateNone_4ded-NHU_ligand.sdf_1,5os0,4ded,NHU,1,7.448669925150808,2.923277,0.0099999997764825,0.2312925170068027,0.8020731210708618
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orv_chainA_altlocNone_docking-templateNone_4bn1-ADP_ligand.sdf_1,5orv,4bn1,ADP,1,0.2592061241846244,15.447054,0.99,0.7534246575342466,1.354842185974121
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ort_chainA_altlocNone_docking-templateNone_1ol5-ADP_ligand.sdf_1,5ort,1ol5,ADP,1,0.599480237835707,15.433674,0.99,0.8356164383561644,1.471609115600586
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2w1g_chainA_altlocNone_docking-templateNone_3uo4-0C0_ligand.sdf_1,2w1g,3uo4,0C0,1,0.6859645612641696,-11.314829,0.1800000071525573,0.2155688622754491,0.7708247900009155
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3p9j_chainA_altlocNone_docking-templateNone_3up2-0C8_ligand.sdf_1,3p9j,3up2,0C8,1,1.1063836521362225,-13.740599,0.1800000071525573,0.4563758389261745,0.9247239232063292
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3nrm_chainA_altlocNone_docking-templateNone_3unz-0BZ_ligand.sdf_1,3nrm,3unz,0BZ,1,3.8415346596987336,-7.416104,0.3300000131130218,0.366412213740458,1.1242344379425049
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3uo5_chainA_altlocNone_docking-templateNone_3w10-RO9_ligand.sdf_1,3uo5,3w10,RO9,1,1.3392652761869095,-11.880512,0.2300000041723251,0.5285714285714286,0.910697102546692
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6vpl_chainA_altlocNone_docking-templateNone_3r21-D36_ligand.sdf_1,6vpl,3r21,D36,1,8.9253434216028,0.958444,0.0099999997764825,0.3023255813953488,0.7846779227256775
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3r21_chainA_altlocNone_docking-templateNone_5drd-ATP_ligand.sdf_1,3r21,5drd,ATP,1,9.767962943445074,-6.418195,0.1800000071525573,0.3023255813953488,0.858844518661499
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3w16_chainA_altlocNone_docking-templateNone_4dea-NHI_ligand.sdf_1,3w16,4dea,NHI,1,0.5797691848419573,-11.885134,0.1800000071525573,0.4305555555555556,0.9251365065574646
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os6_chainA_altlocNone_docking-templateNone_5l8k-ADP_ligand.sdf_1,5os6,5l8k,ADP,1,1.7334291853839143,15.398502,0.99,0.8356164383561644,1.5366626977920532
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_4pp7_chainA_altlocNone_docking-templateNone_3skc-BR2_ligand.sdf_1,4pp7,3skc,BR2,1,0.5197445887164195,-16.030457,0.72,0.4970414201183432,0.9798650741577148
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5obr_chainA_altlocNone_docking-templateNone_5orn-ADP_ligand.sdf_1,5obr,5orn,ADP,1,8.276108700483713,-11.165638,0.1800000071525573,,0.7709473371505737
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3uo5_chainA_altlocNone_docking-templateNone_4o0s-ADN_ligand.sdf_1,3uo5,4o0s,ADN,1,2.741579673338559,-9.223052,0.1800000071525573,0.2,0.7824200987815857
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os0_chainA_altlocNone_docking-templateNone_4byi-FH3_ligand.sdf_1,5os0,4byi,FH3,1,8.537405621190828,4.96941,0.0099999997764825,0.3087248322147651,0.8813908100128174
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3k5u_chainA_altlocNone_docking-templateNone_3fdn-MMH_ligand.sdf_1,3k5u,3fdn,MMH,1,6.638252470844015,-10.653911,0.2399999946355819,0.3522012578616352,0.8198729753494263
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6r49_chainA_altlocNone_docking-templateNone_5dr6-SKE_ligand.sdf_1,6r49,5dr6,SKE,1,7.991624752525933,8.630489,0.0099999997764825,0.2448979591836734,0.6939297914505005
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2j50_chainA_altlocNone_docking-templateNone_1ol7-ADP_ligand.sdf_1,2j50,1ol7,ADP,1,9.781693318908808,-9.644535,0.2399999946355819,0.2758620689655172,0.7286866903305054
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2x6e_chainA_altlocNone_docking-templateNone_6vpm-AMP_ligand.sdf_1,2x6e,6vpm,AMP,1,6.759969044179186,-11.812737,0.2399999946355819,0.25,0.6109141707420349
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orl_chainA_altlocNone_docking-templateNone_5dos-ATP_ligand.sdf_1,5orl,5dos,ATP,1,1.461515475070643,17.367779,0.89,0.7307692307692307,1.1331865787506104
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5obj_chainA_altlocNone_docking-templateNone_3p9j-P9J_ligand.sdf_1,5obj,3p9j,P9J,1,13.17528540804082,-0.716391,0.0099999997764825,0.1568627450980392,0.5788266062736511
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os2_chainA_altlocNone_docking-templateNone_3up7-0C9_ligand.sdf_1,5os2,3up7,0C9,1,7.876236230195623,-0.528693,0.0199999995529651,0.1768707482993197,0.8353431820869446
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5g15_chainA_altlocNone_docking-templateNone_5lxm-ADP_ligand.sdf_1,5g15,5lxm,ADP,1,2.1067477129276595,-8.992043,0.89,0.8205128205128205,1.439456343650818
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3up2_chainA_altlocNone_docking-templateNone_4utd-ACP_ligand.sdf_1,3up2,4utd,ACP,1,8.286774912570806,-9.241674,0.2399999946355819,0.1851851851851851,0.757122814655304
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5osf_chainA_altlocNone_docking-templateNone_6c2r-EG7_ligand.sdf_1,5osf,6c2r,EG7,1,8.62389576733638,8.497151,0.0199999995529651,0.2142857142857142,0.6671092510223389
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_6v30_chainA_altlocNone_docking-templateNone_4ehg-RI9_ligand.sdf_1,6v30,4ehg,RI9,1,12.358270066416363,3.451366,0.0099999997764825,0.3680981595092024,0.6637087464332581
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5l8j_chainA_altlocNone_docking-templateNone_6r49-ADP_ligand.sdf_1,5l8j,6r49,ADP,1,2.056216365254576,-9.924973,0.91,0.7534246575342466,1.482685923576355
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ew9_chainA_altlocNone_docking-templateNone_5dr9-SKE_ligand.sdf_1,5ew9,5dr9,SKE,1,1.6088975521559268,-10.006759,0.1800000071525573,0.4785276073619632,0.7335432767868042
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os2_chainA_altlocNone_docking-templateNone_5ew9-5VC_ligand.sdf_1,5os2,5ew9,5VC,1,6.121766630427802,8.439066,0.0099999997764825,0.2592592592592592,0.7210359573364258
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orv_chainA_altlocNone_docking-templateNone_1mq4-ADP_ligand.sdf_1,5orv,1mq4,ADP,1,0.2602715106561973,15.447054,0.99,0.7534246575342466,1.354842185974121
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6vpm_chainA_altlocNone_docking-templateNone_5dr9-SKE_ligand.sdf_1,6vpm,5dr9,SKE,1,10.018712741664968,-1.569276,0.0099999997764825,0.2481751824817518,0.7784179449081421
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3h0z_chainA_altlocNone_docking-templateNone_5zan-9A6_ligand.sdf_1,3h0z,5zan,9A6,1,4.452608010340682,-12.893311,0.2399999946355819,0.4331797235023041,0.6855105757713318
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5osd_chainA_altlocNone_docking-templateNone_3fdn-MMH_ligand.sdf_1,5osd,3fdn,MMH,1,6.813220415730973,11.097811,0.0099999997764825,0.240506329113924,0.7853332757949829
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6r4c_chainA_altlocNone_docking-templateNone_5aaf-NL4_ligand.sdf_1,6r4c,5aaf,NL4,1,8.46884887135686,11.957929,0.0199999995529651,0.2485207100591716,0.716713011264801
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ors_chainA_altlocNone_docking-templateNone_2bmc-MPY_ligand.sdf_1,5ors,2bmc,MPY,1,10.919802252936783,16.299652,0.0199999995529651,0.2346368715083799,0.5698009133338928
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orz_chainA_altlocNone_docking-templateNone_5aad-5GX_ligand.sdf_1,5orz,5aad,5GX,1,7.871991972854752,8.924109,0.0099999997764825,0.1910828025477707,0.8374295234680176
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6vpm_chainA_altlocNone_docking-templateNone_1ol7-ADP_ligand.sdf_1,6vpm,1ol7,ADP,1,2.1777985826670627,21.928301,0.89,0.7647058823529411,1.3022902011871338
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5obj_chainA_altlocNone_docking-templateNone_2xng-A0H_ligand.sdf_1,5obj,2xng,A0H,1,10.211877433375594,5.765625,0.0099999997764825,0.3043478260869565,0.7035106420516968
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_6b8u_chainA_altlocNone_docking-templateNone_6v2y-ANP_ligand.sdf_1,6b8u,6v2y,ANP,1,6.188973013977516,-7.001658,0.2399999946355819,0.2285714285714285,0.7294903993606567
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5aag_chainA_altlocNone_docking-templateNone_3uod-0C3_ligand.sdf_1,5aag,3uod,0C3,1,8.26404055285665,-11.338516,0.050000000745058,0.3351351351351351,0.6201828718185425
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4c3p_chainA_altlocNone_docking-templateNone_5aad-5GX_ligand.sdf_1,4c3p,5aad,5GX,1,8.10462172318129,4.262115,0.0099999997764825,0.1796407185628742,0.8308576345443726
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4o0s_chainA_altlocNone_docking-templateNone_6z4y-Q7Q_ligand.sdf_1,4o0s,6z4y,Q7Q,1,6.532007482390081,-14.009511,0.2399999946355819,0.2876712328767123,0.7626590132713318
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os6_chainA_altlocNone_docking-templateNone_4dea-NHI_ligand.sdf_1,5os6,4dea,NHI,1,10.170713788202796,5.321541,0.0099999997764825,0.1768707482993197,0.7661887407302856
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5oro_chainA_altlocNone_docking-templateNone_3nrm-NRM_ligand.sdf_1,5oro,3nrm,NRM,1,12.387700234314604,2.102822,0.0099999997764825,0.237037037037037,0.7928388714790344
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3ha6_chainA_altlocNone_docking-templateNone_3up7-0C9_ligand.sdf_1,3ha6,3up7,0C9,1,5.360581179025561,-6.85547,0.5,0.5081081081081081,0.9744471311569214
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2x6e_chainA_altlocNone_docking-templateNone_5dt0-SKE_ligand.sdf_1,2x6e,5dt0,SKE,1,0.9756994452224552,-11.977612,0.1800000071525573,0.3463687150837989,0.758095383644104
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os2_chainA_altlocNone_docking-templateNone_5ory-ADP_ligand.sdf_1,5os2,5ory,ADP,1,0.2295636763111306,15.075717,0.99,0.7534246575342466,1.3737425804138184
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_6z4y_chainA_altlocNone_docking-templateNone_6r4d-ADP_ligand.sdf_1,6z4y,6r4d,ADP,1,2.554567913018212,-10.626543,0.2399999946355819,0.3373493975903614,0.7356302738189697
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5os2_chainA_altlocNone_docking-templateNone_4byi-FH3_ligand.sdf_1,5os2,4byi,FH3,1,10.147027441023743,5.662177,0.0199999995529651,0.3087248322147651,0.8742918968200684
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2x6e_chainA_altlocNone_docking-templateNone_4jaj-XU1_ligand.sdf_1,2x6e,4jaj,XU1,1,0.8335413207114173,-11.032635,0.2399999946355819,0.3355704697986577,0.5328249931335449
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orw_chainA_altlocNone_docking-templateNone_4b0g-VEK_ligand.sdf_1,5orw,4b0g,VEK,1,4.823779080833788,9.729193,0.0099999997764825,0.3184713375796178,0.8270021677017212
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5g1x_chainA_altlocNone_docking-templateNone_5dnr-ATP_ligand.sdf_1,5g1x,5dnr,ATP,1,1.6206983261903276,-18.493576,0.89,0.7307692307692307,1.1129635572433472
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_6v2v_chainA_altlocNone_docking-templateNone_4pp7-2VX_ligand.sdf_1,6v2v,4pp7,2VX,1,13.7016429004851,4.679176,0.0099999997764825,0.3086419753086419,0.8036081194877625
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5lxm_chainA_altlocNone_docking-templateNone_5ose-ADP_ligand.sdf_1,5lxm,5ose,ADP,1,0.5832169407690412,-19.498344,0.99,0.7534246575342466,1.5672292709350586
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3uok_chainA_altlocNone_docking-templateNone_5dr2-ATP_ligand.sdf_1,3uok,5dr2,ATP,1,11.36402052887292,-12.097389,0.2399999946355819,0.1688311688311688,0.7925248742103577
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dn3_chainA_altlocNone_docking-templateNone_5one-9YQ_ligand.sdf_1,5dn3,5one,9YQ,1,11.448249361802006,12.930788,0.0099999997764825,0.2551020408163265,0.6260948777198792
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3e5a_chainA_altlocNone_docking-templateNone_6vpm-AMP_ligand.sdf_1,3e5a,6vpm,AMP,1,3.577426753116413,-9.04632,0.1800000071525573,0.3037974683544304,0.6533885598182678
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2np8_chainA_altlocNone_docking-templateNone_3w10-RO9_ligand.sdf_1,2np8,3w10,RO9,1,1.7174670535413483,-10.630651,0.1800000071525573,0.4683544303797468,0.8297447562217712
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5l8k_chainA_altlocNone_docking-templateNone_4jbo-WPH_ligand.sdf_1,5l8k,4jbo,WPH,1,16.069543452600016,-9.273475,0.050000000745058,0.2842105263157894,0.625345766544342
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_2w1g_chainA_altlocNone_docking-templateNone_4ded-NHU_ligand.sdf_1,2w1g,4ded,NHU,1,5.987491560938328,-12.057264,0.050000000745058,0.3205128205128205,0.8230510950088501
kinoml_OEPositDockingFeaturizer_Human_BRAF_rcsb_6v2v_chainA_altlocNone_docking-templateNone_3skc-BR2_ligand.sdf_1,6v2v,3skc,BR2,1,11.452655971978729,5.286036,0.0099999997764825,0.2658959537572254,0.7919009327888489
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3up2_chainA_altlocNone_docking-templateNone_5os6-ADP_ligand.sdf_1,3up2,5os6,ADP,1,7.705426683212966,-11.502172,0.1800000071525573,0.1973684210526315,0.8732044696807861
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3p9j_chainA_altlocNone_docking-templateNone_5aag-6F2_ligand.sdf_1,3p9j,5aag,6F2,1,4.838351309561641,-8.64584,0.1800000071525573,0.3351955307262569,0.6906377077102661
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5ose_chainA_altlocNone_docking-templateNone_4dea-NHI_ligand.sdf_1,5ose,4dea,NHI,1,6.810761450708837,3.738103,0.0099999997764825,0.1768707482993197,0.7551630735397339
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3uo5_chainA_altlocNone_docking-templateNone_3uo6-0BY_ligand.sdf_1,3uo5,3uo6,0BY,1,0.8373056242097819,-14.980846,0.95,0.8529411764705882,1.6717150211334229
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_1ol5_chainA_altlocNone_docking-templateNone_5l8l-ADP_ligand.sdf_1,1ol5,5l8l,ADP,1,2.0146886350739885,-12.391149,0.99,0.8356164383561644,1.3286356925964355
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3k5u_chainA_altlocNone_docking-templateNone_2j50-627_ligand.sdf_1,3k5u,2j50,627,1,5.712013705465751,-2.756801,0.0199999995529651,0.3428571428571428,0.6641829013824463
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_3r22_chainA_altlocNone_docking-templateNone_5dt4-ATP_ligand.sdf_1,3r22,5dt4,ATP,1,10.143106917285449,-4.790464,0.1800000071525573,0.3292682926829268,0.8827486038208008
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5drd_chainA_altlocNone_docking-templateNone_4c3r-ACP_ligand.sdf_1,5drd,4c3r,ACP,1,2.6828341117124146,-12.980824,0.89,0.6987951807228916,1.1477519273757937
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_4jbq_chainA_altlocNone_docking-templateNone_5one-9YQ_ligand.sdf_1,4jbq,5one,9YQ,1,12.559923952795256,-10.999895,0.2399999946355819,0.4903846153846153,0.8204715847969055
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5l8j_chainA_altlocNone_docking-templateNone_5orv-ADP_ligand.sdf_1,5l8j,5orv,ADP,1,2.058248824176081,-9.924973,0.91,0.7534246575342466,1.482685923576355
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5obj_chainA_altlocNone_docking-templateNone_6r4c-ADP_ligand.sdf_1,5obj,6r4c,ADP,1,0.4696973020526683,21.505489,0.89,0.7051282051282052,1.2970359325408936
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5dt0_chainA_altlocNone_docking-templateNone_5obj-ATP_ligand.sdf_1,5dt0,5obj,ATP,1,10.99265654000213,-9.601848,0.1800000071525573,,0.6453659534454346
kinoml_OEPositDockingFeaturizer_Human_AurA_rcsb_5orp_chainA_altlocNone_docking-templateNone_6r4a-ADP_ligand.sdf_1,5orp,6r4a,ADP,1,0.1949411117159155,15.040962,0.99,0.7534246575342466,1.3428847789764404
